system,num_splits,mean_test_accuracy,std_test_accuracy,mean_test_macro_f1,std_test_macro_f1,mean_test_weighted_f1,std_test_weighted_f1
pubmedbert_focused_adaptation_weighted,15,0.8466666666666667,0.04268749491621897,0.7072231064142829,0.10408108554620918,0.831182150638033,0.05401607961555777
pubmedbert_weighted,15,0.8533333333333333,0.038586123009300734,0.7196098590951532,0.08320128711770171,0.8386860198624905,0.04615092335245248
