config_name,runs,val_macro_f1_mean,val_macro_f1_std,test_macro_f1_mean,test_macro_f1_std,val_accuracy_mean,test_accuracy_mean,test_weighted_f1_mean
pubmedbert_weighted,5,0.5994805194805195,0.11151300043635314,0.4567789755128344,0.048544288606281676,0.6666666666666666,0.5454545454545454,0.5095069078954555
pubmedbert_full_adaptation_weighted,5,0.5766633366633367,0.07480752016801219,0.4431954871449735,0.09476569093789193,0.6222222222222221,0.5545454545454545,0.5098811694532429
pubmedbert_focused_adaptation_weighted,5,0.6065334665334665,0.06582118815359753,0.410019237035366,0.04277392867834439,0.6444444444444445,0.509090909090909,0.473230671251199
