config_name,runs,val_macro_f1_mean,val_macro_f1_std,test_macro_f1_mean,test_macro_f1_std,val_accuracy_mean,test_accuracy_mean,test_weighted_f1_mean
pubmedbert_full_adaptation_weighted,5,0.5336462017716336,0.050486509325239744,0.503320722461859,0.03677116011316755,0.62,0.5774999999999999,0.5938251525132072
pubmedbert_focused_adaptation_weighted,5,0.47477030225087935,0.048241549184500014,0.49362363857137376,0.06693518131239305,0.6699999999999999,0.7025,0.6524495127282582
pubmedbert_weighted,5,0.4802459990434923,0.07393471973986374,0.4882885805307007,0.05033340758838478,0.6950000000000001,0.655,0.6286720738603814
